nro_socio;fecha_alta;localidad;tarifa ;consumo_prom_kwh;variacion_consumo_%;antiguedad_meses;cant_reclamos;cortes_ultimo_anio;horas_sin_servicio;facturas_emitidas;facturas_vencidas;medidor_inteligente;adhesion_debito;edad_titular;canal_contacto;codigo_postal;estado
100411;07/07/2013;Intendente Alvear;residencial;458;-61,4;154;2;4;9,1 hs;12;2;N/D;No;61;Web;6200;Baja
100897;12/07/2012;Eduardo Castex;Resid.;423;-18,9;166;2;1;2,2 hs;12;1;Sí;Sí;30;Teléfono;6385;Activo
101081;2015-09-25;Intendente Alvear;Residencial;132;-10,1;127;0;2;6,7 hs;12;1;No;No;18;Oficina;;Baja
100057;15/05/2006;Realicó;Residencial;294;5,1;241;0;2;9,5 hs;12;3;No;No;60;Oficina;s/d;Activo
100293;2003-08-29;Trenel;RESIDENCIAL ;189;-37,8;274;4;2;11,7 hs;12;1;Sí;No;53;App;N/D;Activo
100955;20/08/2016;E. Castex;Resid.;384;-2,1;116;;2;6,4 hs;12;1;Sí;No;43;Teléfono;;Activo
100354;28/09/2003;Intendente Alvear;RESIDENCIAL ;149;-20,2;273;0;3;17,5 hs;12;1;No;Sí;58;Oficina;s/d;Activo
100873;17/12/2022;Realicó;Residencial;178;16,3;39;0;4;3,7 hs;12;2;N/D;No;33;Teléfono;N/D;Baja
100688;19/10/1999;Santa Rosa;Comercial;167;-;321;-;2;11,6 hs;12;0;Sí;No;59;Teléfono;6300;Activo
100681;2018-05-12;Eduardo Castex;Residencial;-99;10,4;95;0;1;1,8 hs;12;0;Sí;Sí;73;Oficina;-;Activo
100023;04/11/2013;Realicó;Resid.;224;-43,7;150;0;1;2,4 hs;12;1;s/d;Sí;36;Oficina;;Activo
100665;10/04/2024;Trenel;Residencial;419;4,8;23;1;1;2,8 hs;12;0;No;Sí;25;App;N/D;Activo
101095;2002-08-04;Eduardo Castex;Residencial;217;-14,5;287;0;4;5,5 hs;12;3;No;No;55;Oficina;s/d;Activo
100237;2015-03-29;eduardo castex;Residencial;215;10;133;N/D;5;23,4 hs;12;2;N/D;Sí;35;App;6380;Activo
100570;2002-04-06;Trenel;Residencial;360;-66,9;291;1;5;10,9 hs;12;3;Sí;No;70;Oficina;s/d;Baja
100253;;eduardo castex;RURAL;420;s/d;174;0;3;8,8 hs;12;2;-;Sí;33;Web;-;Activo
100696;2013-12-04;Realicó;Rural;281;-34,1;149;N/D;5;11,1 hs;12;0;s/d;Sí;31;Web;s/d;Baja
100759;07/06/2013;general pico;RURAL;180;-3,2;155;1;0;0,0 hs;12;1;No;No;45;App;;Baja
100903;02/07/2014;Eduardo Castex;RURAL;156;8,8;142;0;2;8,6 hs;12;0;No;No;49;Teléfono;;Activo
100973;1998-03-28;Realicó;RURAL;232;;340;0;4;8,8 hs;12;0;No;Sí;63;Teléfono;s/d;Activo
100714;2003-03-02;Santa Rosa;Residencial;190;-15,4;280;N/D;2;7,4 hs;12;2;No;Sí;44;App;s/d;Activo
101046;2005-12-16;Intendente Alvear;Residencial;145;46,4;246;3;4;11,1 hs;12;1;No;Sí;51;Teléfono;6360;Activo
100661;17/10/2005;Eduardo Castex;Residencial;169;0,1;248;1;3;9,9 hs;12;0;No;Sí;48;Web;6300;Activo
100689;2020-08-29;Eduardo Castex;rural;92;-20,3;67;3;3;12,5 hs;12;1;-;Sí;18;Oficina;6360;Activo
100146;1997-04-02;Eduardo Castex;Residencial;175;-2,1;352;2;1;2,3 hs;12;1;N/D;No;44;Web;;Activo
100220;2020-08-29;E. Castex;Rural;472;-34,5;67;0;6;10,7 hs;12;1;No;No;60;App;N/D;Activo
100110;04/05/2008;Realicó;Comercial;458;0,6;217;0;1;5,0 hs;12;1;No;No;44;Web;N/D;Activo
100852;2016-01-23;Intendente Alvear;Residencial;196;9,8;123;1;0;0,0 hs;12;1;No;No;69;Oficina;6360;Activo
100217;2001-10-08;Intendente Alvear;Comercial;544;-23,2;297;0;1;0,7 hs;12;2;No;No;83;Teléfono;-;Activo
100105;2017-04-17;General Pico;Comercial;251;-1,2;108;0;2;3,4 hs;12;2;No;No;25;Oficina;s/d;Baja
100537;02/08/2008;Realicó;Comercial;s/d;-47,2;214;2;1;4,4 hs;12;2;N/D;No;57;Oficina;N/D;Baja
100692;1998-10-24;Intendente Alvear;Residencial;186;13,5;333;0;3;15,9 hs;12;2;No;Sí;56;App;;Activo
100872;2014-10-30;Eduardo Castex;Residencial;112;s/d;138;0;4;17,1 hs;12;0;No;No;57;Web;N/D;Activo
100300;2016-06-21;Trenel;Residencial;162;1,7;118;N/D;2;8,9 hs;12;1;s/d;No;78;App;;Activo
100892;;Intendente Alvear;RURAL;289;13,5;179;N/D;2;2,2 hs;12;1;No;No;40;App;6200;Activo
101010;21/11/2004;Realicó;residencial;170;-20,7;259;1;3;4,7 hs;12;2;No;No;76;Teléfono;-;Activo
100283;2014-06-02;Trenel;Resid.;718;7,5;143;s/d;2;2,0 hs;12;4;s/d;No;70;App;-;Activo
100748;24/04/2010;Trenel;Residencial;256;43,7;193;2;3;1,7 hs;12;2;s/d;Sí;35;App;6385;Activo
101041;2020-09-28;Realicó;Rural;220;24,9;66;2;4;19,5 hs;12;1;No;Sí;27;App;s/d;Baja
100221;2021-12-22;general pico;Residencial;173;12;51;3;3;15,2 hs;12;2;;Sí;46;Oficina;N/D;Activo
100352;2023-07-15;Realicó;Comercial;241;-0,9;32;1;4;3,2 hs;12;0;Sí;No;42;Teléfono;-;Activo
100723;2012-06-12;eduardo castex;Residencial;142;-0,8;167;;4;15,7 hs;12;1;No;No;87;Oficina;N/D;Activo
100857;2014-02-02;eduardo castex;Comercial;289;44,1;147;1;1;1,6 hs;12;1;No;Sí;52;Teléfono;6360;Activo
100542;26/06/1998;Intendente Alvear;RESIDENCIAL ;232;-20,1;337;1;1;5,2 hs;12;3;No;No;27;Teléfono;N/D;Activo
100796;2010-02-23;Gral. Pico;residencial;503;-1,4;195;;0;0,0 hs;12;1;Sí;Sí;55;App;N/D;Activo
100433;2023-01-16;Eduardo Castex;Rural;-99;-15,8;38;0;4;9,3 hs;12;0;No;Sí;56;Oficina;-;Activo
100002;2024-03-11;General Pico;Resid.;-99;9,3;24;0;2;5,4 hs;12;0;No;No;38;Oficina;-;Baja
101163;2001-05-11;Realicó;RESIDENCIAL ;152;-69,6;302;1;1;5,9 hs;12;2;No;Sí;28;App;s/d;Activo
100995;2013-05-08;General Pico;Comercial;257;-5,7;156;;3;16,5 hs;12;2;s/d;No;2;Oficina;-;Activo
100050;2013-10-05;Sta. Rosa;Residencial;523;11,5;151;0;1;1,7 hs;12;3;Sí;Sí;56;App;;Activo
101018;28/01/2015;Intendente Alvear;Comercial;s/d;15,6;135;0;5;8,8 hs;12;3;No;No;70;Oficina;;Baja
100626;10/07/2001;Realicó;RESIDENCIAL ;161;24,2;300;1;2;2,1 hs;12;1;Sí;No;71;Teléfono;N/D;Activo
100545;25/12/2009;Trenel;Resid.;436;16,2;197;s/d;2;11,9 hs;12;2;s/d;Sí;63;App;6385;Activo
101083;31/10/2008;Trenel;Rural;163;12,3;211;1;0;0,0 hs;12;3;s/d;Sí;49;App;-;Activo
101161;1999-06-21;Realicó;RURAL;336;4,7;325;N/D;3;17,6 hs;12;1;-;No;57;Web;N/D;Activo
101016;22/04/2016;Intendente Alvear;residencial;88;-1,5;120;0;0;0,0 hs;12;1;;No;45;Web;;Activo
100643;19/09/1999;Trenel;RURAL;451;3,8;322;1;5;5,7 hs;12;1;;Sí;66;Teléfono;-;Activo
100525;1999-06-21;Santa Rosa;Comercial;165;7,9;325;1;3;8,9 hs;12;3;No;No;75;Web;-;Baja
100829;2006-08-13;Trenel;residencial;290;-35,4;238;1;3;17,5 hs;12;1;N/D;No;79;Web;6200;Activo
101177;2025-09-02;santa rosa;Comercial;166;8,8;6;-;4;16,6 hs;12;2;No;Sí;47;Teléfono;-;Baja
100165;2003-05-01;Trenel;Residencial;183;19,1;278;0;5;8,8 hs;12;17;-;No;92;Oficina;;Activo
100655;2006-02-14;Realicó;Resid.;321;-;244;0;1;3,5 hs;12;2;Sí;No;42;Oficina;-;Activo
100491;20/04/2005;General Pico;RURAL;120;-42,3;254;3;2;4,0 hs;12;1;-;No;66;Teléfono;;Activo
101029;2001-11-07;Eduardo Castex;Comercial;131;16,5;296;0;4;8,0 hs;12;1;-;No;180;App;-;Activo
100700;2023-06-15;Realicó;Resid.;399;-26,6;33;0;4;5,4 hs;12;1;Sí;No;69;Oficina;s/d;Activo
100494;2017-06-16;General Pico;Residencial;-99;-11,6;106;0;3;17,2 hs;12;1;Sí;Sí;53;App;-;Activo
100992;2007-09-07;General Pico;residencial;145;0,3;225;1;4;18,5 hs;12;0;No;No;18;Oficina;;Activo
100102;2009-03-30;Realicó;RESIDENCIAL ;222;19,7;206;1;2;10,8 hs;12;1;s/d;Sí;73;App;6360;Activo
100948;15/05/2006;Trenel;Residencial;254;-42,5;241;1;3;3,5 hs;12;4;No;Sí;54;Web;-;Activo
100578;25/06/2021;E. Castex;RESIDENCIAL ;235;8,6;57;;4;2,5 hs;12;0;No;Sí;59;App;-;Activo
100776;2016-09-19;Gral. Pico;Resid.;593;-1,6;115;2;3;6,7 hs;12;4;;No;44;Teléfono;s/d;Baja
100937;15/07/2023;Trenel;Residencial;114;16,9;32;0;3;10,1 hs;12;3;s/d;No;40;Web;;Baja
100615;2004-01-26;Santa Rosa;Residencial;614;5,5;269;N/D;3;16,2 hs;12;0;-;No;45;App;-;Activo
100033;25/10/2015;Intendente Alvear;Rural;206;17,2;126;1;4;15,2 hs;12;2;;No;51;Teléfono;-;Baja
100356;21/02/1999;Realicó;Comercial;378;60,4;329;2;1;0,8 hs;12;0;s/d;No;48;App;-;Activo
100742;08/12/2018;Realicó;residencial;229;-6,4;88;2;3;17,6 hs;12;1;Sí;No;51;Teléfono;6360;Activo
100279;16/02/2017;Trenel;Residencial;166;-20,5;110;N/D;3;13,4 hs;12;3;Sí;No;33;Web;-;Baja
101086;06/02/2019;Realicó;Comercial;-99;16,5;86;0;1;1,1 hs;12;3;No;No;45;Oficina;-;Baja
100218;2004-07-24;eduardo castex;Rural;75;9;263;s/d;1;4,9 hs;12;1;s/d;Sí;66;Web;6200;Activo
100884;2007-02-09;E. Castex;Residencial;383;s/d;232;0;1;3,6 hs;12;3;N/D;Sí;70;Teléfono;s/d;Activo
100498;2024-04-10;Trenel;Comercial;157;-18,6;23;0;2;3,9 hs;12;1;Sí;Sí;84;Oficina;6380;Activo
100875;21/09/2010;Realicó;RESIDENCIAL ;354;-19,5;188;0;1;1,8 hs;12;3;Sí;Sí;50;Oficina;;Activo
100991;2006-11-11;Trenel;Residencial;211;-30,9;235;2;2;1,9 hs;12;0;No;No;66;App;N/D;Activo
100060;16/03/2006;E. Castex;Resid.;-99;39,3;243;1;2;4,1 hs;12;1;Sí;Sí;57;Teléfono;;Activo
101182;1999-07-21;Intendente Alvear;Residencial;205;19,4;324;2;1;0,5 hs;12;0;-;Sí;66;Teléfono;6360;Activo
100663;20/07/2022;General Pico;Residencial;169;8,1;44;1;4;3,5 hs;12;0;Sí;No;86;Oficina;6385;Activo
100980;2001-03-12;Realicó;Resid.;293;-12,5;304;2;0;0,0 hs;12;1;No;Sí;81;Teléfono;s/d;Activo
100945;09/07/2007;Trenel;Resid.;539;48,8;227;1;2;1,2 hs;12;2;N/D;No;72;Teléfono;N/D;Activo
101117;2024-01-11;Realicó;residencial;170;-15,4;26;N/D;1;3,3 hs;12;2;No;Sí;71;Teléfono;;Activo
100780;2017-03-18;Trenel;Resid.;614;-10,3;109;0;1;4,8 hs;12;1;Sí;No;56;Teléfono;N/D;Activo
100206;07/01/2019;Realicó;Residencial;456;18,4;87;0;4;22,2 hs;12;2;N/D;Sí;50;Oficina;-;Activo
100076;2023-05-16;Trenel;Comercial;154;-2,3;34;0;1;4,4 hs;12;2;;No;57;Teléfono;s/d;Baja
100636;2020-07-30;GENERAL PICO ;Residencial;189;30,2;68;2;2;9,3 hs;12;1;No;No;57;Teléfono;6385;Activo
100437;2022-03-22;Sta. Rosa;Residencial;166;-21,5;48;1;3;8,5 hs;12;0;Sí;No;60;Teléfono;;Activo
100157;27/01/1998;Trenel;RESIDENCIAL ;170;29,2;342;0;3;12,7 hs;12;1;;Sí;68;Teléfono;6360;Activo
100083;2011-02-18;Trenel;rural;503;-10,6;183;3;2;11,5 hs;12;2;Sí;No;62;App;s/d;Activo
100263;2020-01-02;E. Castex;Comercial;230;13,7;75;-;1;0,8 hs;12;1;Sí;Sí;35;Web;-;Activo
101035;28/02/2009;General Pico;Residencial;573;-29,8;207;;2;2,4 hs;12;2;No;Sí;59;App;;Activo
100323;25/10/2015;Intendente Alvear;Residencial;401;12,2;126;s/d;3;10,1 hs;12;1;-;No;87;Web;s/d;Activo
100629;2024-09-07;Intendente Alvear;Comercial;366;-18,3;18;0;4;16,3 hs;12;0;s/d;No;75;Oficina;;Activo
100115;2006-07-14;Eduardo Castex;rural;1038;22,1;239;1;0;0,0 hs;12;1;No;Sí;54;Teléfono;6300;Activo
100306;2015-04-28;Sta. Rosa;Resid.;161;-49,3;132;1;3;14,3 hs;12;1;s/d;No;78;Teléfono;;Activo
101169;2024-01-11;Eduardo Castex;Comercial;147;N/D;26;1;5;29,8 hs;12;2;No;No;55;App;N/D;Baja
100971;18/12/2016;Eduardo Castex;Residencial;139;-13,8;112;;2;9,0 hs;12;0;N/D;Sí;45;Web;N/D;Activo
101020;11/01/2024;Trenel;Residencial;301;-6,4;26;1;0;0,0 hs;12;14;Sí;No;75;Oficina;-;Activo
101096;12/12/2000;Santa Rosa;Residencial;-99;7,3;307;0;1;5,2 hs;12;1;-;Sí;37;Web;N/D;Activo
101063;01/05/2020;Realicó;Comercial;336;8;71;0;0;0,0 hs;12;2;s/d;No;52;App;N/D;Activo
100656;2002-05-06;Trenel;Residencial;361;-36;290;0;3;11,3 hs;12;2;;Sí;23;Web;;Activo
100200;2020-10-28;Intendente Alvear;Rural;180;-8,5;65;2;5;23,9 hs;12;1;;No;47;Web;6200;Baja
100430;2025-09-02;eduardo castex;Comercial;-99;s/d;6;0;0;0,0 hs;12;2;No;Sí;40;Oficina;-;Activo
100510;04/08/2002;SANTA ROSA;Comercial;259;-15,9;287;2;1;4,7 hs;12;19;No;Sí;40;Web;-;Activo
100802;07/07/2013;Santa Rosa;Comercial;86;-38,5;154;s/d;5;10,3 hs;12;2;No;No;41;App;;Activo
100649;06/04/2002;Eduardo Castex;RESIDENCIAL ;138;4,9;291;1;0;0,0 hs;12;0;s/d;Sí;27;App;s/d;Activo
101154;06/01/2002;Realicó;Resid.;209;19,2;294;N/D;2;5,7 hs;12;2;Sí;No;18;App;s/d;Baja
100194;1999-10-19;Intendente Alvear;Rural;-99;18,4;321;2;1;5,1 hs;12;0;No;Sí;52;App;N/D;Activo
100055;2003-11-27;Intendente Alvear;Comercial;95;-17,5;271;1;4;14,5 hs;12;0;N/D;Sí;58;Web;-;Baja
100184;2010-09-21;Realicó;Residencial;334;11,6;188;1;3;8,7 hs;12;1;;No;54;Oficina;;Baja
100901;2010-02-23;Realicó;Residencial;193;-2,8;195;0;6;4,5 hs;12;1;;Sí;61;Web;s/d;Activo
100482;2003-07-30;Eduardo Castex;Rural;220;-1,8;275;0;5;30,0 hs;12;2;No;No;58;Oficina;6380;Activo
100835;06/01/2002;Realicó;Residencial;275;6,6;294;-;3;9,7 hs;12;1;No;No;55;Oficina;-;Activo
100294;2002-07-05;Realicó;Rural;654;-28,5;288;0;1;5,1 hs;12;0;s/d;Sí;36;Web;-;Activo
101114;06/05/2002;Trenel;Residencial;291;12,3;290;0;4;23,2 hs;12;13;;No;23;App;-;Activo
100260;2021-05-26;Intendente Alvear;RESIDENCIAL ;738;-23,4;58;1;3;13,4 hs;12;5;No;Sí;67;App;;Baja
100443;2013-05-08;Eduardo Castex;Residencial;231;-33,8;156;1;1;1,9 hs;12;0;;Sí;49;Oficina;s/d;Activo
101135;16/04/2000;Santa Rosa;Residencial;s/d;-30,4;315;0;2;4,3 hs;12;18;No;Sí;51;Oficina;-;Activo
100736;05/10/2013;General Pico;Residencial;327;40,8;151;0;3;6,2 hs;12;0;;Sí;42;App;;Activo
100285;2024-02-10;Intendente Alvear;Residencial;300;-17,2;25;3;1;5,7 hs;12;1;Sí;No;55;App;6385;Activo
100604;2007-08-08;Realicó;Residencial;463;45,9;226;1;1;3,9 hs;12;0;-;Sí;38;Oficina;N/D;Activo
100309;12/07/2012;Eduardo Castex;Resid.;90;-8,6;166;1;0;0,0 hs;12;1;Sí;No;60;Web;-;Activo
100507;01/07/1997;Intendente Alvear;RURAL;243;21,2;349;0;2;1,4 hs;12;1;No;No;38;Teléfono;s/d;Activo
100690;01/06/1997;Intendente Alvear;Comercial;242;65,6;350;3;1;1,7 hs;12;1;s/d;No;54;Web;N/D;Activo
100037;2016-10-19;Eduardo Castex;RESIDENCIAL ;229;-12,3;114;-;2;1,8 hs;12;1;Sí;Sí;41;Oficina;-;Baja
101024;1999-09-19;Realicó;Residencial;503;-;322;-;0;0,0 hs;12;1;No;No;63;App;;Activo
100321;2008-01-05;general pico;Rural;101;16,4;221;0;3;12,6 hs;12;1;No;No;66;Web;;Activo
100282;10/08/2018;Santa Rosa;Residencial;107;-21;92;2;3;3,3 hs;12;1;Sí;No;49;App;;Activo
100014;2014-02-02;Trenel;Comercial;236;30,6;147;s/d;3;8,7 hs;12;2;N/D;No;30;Web;-;Baja
100367;1997-05-02;Intendente Alvear;Resid.;242;-36,8;351;1;0;0,0 hs;12;0;No;No;41;Web;-;Activo
100805;2002-06-05;Trenel;Resid.;200;14,8;289;1;4;4,9 hs;12;1;Sí;Sí;38;Oficina;-;Activo
100966;16/09/2011;Gral. Pico;Residencial;467;8,3;176;2;3;15,4 hs;12;2;Sí;No;60;App;-;Activo
101084;2011-05-19;Santa Rosa;Residencial;168;3,7;180;0;5;14,3 hs;12;14;;Sí;24;Web;6380;Activo
100941;14/10/2017;Trenel;Residencial;348;26,5;102;-;1;0,7 hs;12;0;Sí;No;61;Teléfono;N/D;Activo
100976;2015-06-27;Realicó;RESIDENCIAL ;244;15,7;130;1;4;21,3 hs;12;1;s/d;No;63;Oficina;;Activo
100929;05/08/2019;Intendente Alvear;Comercial;389;-2,8;80;1;1;3,7 hs;12;2;N/D;Sí;45;Teléfono;N/D;Baja
101079;03/03/1997;SANTA ROSA;Residencial;140;-25,3;353;1;2;9,9 hs;12;1;No;Sí;62;Teléfono;6385;Activo
100619;2013-03-09;Trenel;Residencial;181;-40,6;158;0;3;6,4 hs;12;6;Sí;No;55;App;N/D;Baja
100008;2021-08-24;SANTA ROSA;Residencial;186;17,4;55;3;1;4,1 hs;12;2;Sí;No;55;App;N/D;Activo
100181;2000-04-16;general pico;Resid.;121;50,5;315;1;1;5,8 hs;12;0;Sí;Sí;51;Oficina;s/d;Activo
100360;16/01/2023;General Pico;Comercial;228;37,2;38;-;5;2,8 hs;12;1;s/d;No;59;App;N/D;Baja
100222;2021-01-26;Gral. Pico;Rural;280;25,7;62;2;4;6,9 hs;12;1;No;No;55;Web;6385;Baja
100553;23/03/1999;Realicó;RESIDENCIAL ;188;10,8;328;0;4;21,3 hs;12;1;Sí;No;56;Web;N/D;Activo
100440;2022-05-21;Realicó;Rural;282;-27,3;46;-;3;6,4 hs;12;2;Sí;Sí;67;Web;N/D;Activo
100993;07/01/2019;General Pico;Residencial;-99;-21,3;87;0;3;3,5 hs;12;0;No;Sí;64;Web;-;Activo
101006;06/07/2019;Trenel;Residencial;309;19,1;81;2;1;0,6 hs;12;1;-;Sí;54;App;6385;Activo
100380;30/08/1997;Realicó;Residencial;159;-13,7;347;0;0;0,0 hs;12;0;;Sí;64;App;6385;Activo
100230;2002-12-02;Santa Rosa;residencial;506;17,6;283;0;3;17,0 hs;12;3;;No;45;Teléfono;N/D;Baja
100112;2024-08-08;Eduardo Castex;Residencial;240;-4,1;19;2;5;5,0 hs;12;0;Sí;No;46;Teléfono;N/D;Activo
100741;2012-10-10;Intendente Alvear;RURAL;193;-13,3;163;-;2;4,6 hs;12;2;N/D;Sí;34;Web;s/d;Activo
100676;29/03/2015;General Pico;Residencial;232;-14,1;133;0;2;9,8 hs;12;1;Sí;Sí;38;Web;-;Activo
100849;2021-10-23;Intendente Alvear;Residencial;124;15,7;53;0;3;6,8 hs;12;1;No;Sí;61;Teléfono;s/d;Activo
100153;1998-02-26;Realicó;Rural;73;-7,7;341;0;0;0,0 hs;12;0;Sí;Sí;70;Oficina;6360;Activo
100487;2007-04-10;Realicó;Residencial;83;15,8;230;0;5;15,6 hs;12;0;;Sí;80;App;s/d;Activo
100122;26/02/1998;Santa Rosa;Residencial;189;26,4;341;0;3;16,0 hs;12;0;No;Sí;40;Oficina;s/d;Activo
100709;2019-11-03;Intendente Alvear;Resid.;57;30,3;77;1;5;13,9 hs;12;2;Sí;No;58;Teléfono;;Baja
100847;29/08/2020;Intendente Alvear;Resid.;260;-1,9;67;2;3;17,7 hs;12;0;s/d;No;49;Oficina;N/D;Activo
100095;2001-08-09;Trenel;Residencial;188;26,3;299;0;2;11,0 hs;12;1;No;No;47;Oficina;N/D;Activo
101175;08/03/2019;Eduardo Castex;RESIDENCIAL ;677;35,9;85;1;5;12,8 hs;12;2;No;No;50;Oficina;;Baja
100866;2004-01-26;Intendente Alvear;Residencial;171;32,3;269;1;3;16,1 hs;12;0;-;Sí;55;Teléfono;-;Activo
100144;16/05/2023;Trenel;Residencial;211;-58,8;34;1;2;7,6 hs;12;1;-;No;55;Web;N/D;Activo
100384;2018-03-13;Intendente Alvear;Residencial;133;-42,5;97;-;1;2,8 hs;12;0;;Sí;59;Teléfono;s/d;Activo
100936;1999-06-21;Sta. Rosa;Rural;647;-18,7;325;;5;20,7 hs;12;0;N/D;No;43;Web;N/D;Activo
100331;2023-06-15;Gral. Pico;Residencial;155;27,1;33;1;3;15,7 hs;12;1;Sí;Sí;42;Teléfono;-;Baja
100846;;Realicó;Residencial;248;2,2;233;0;1;3,9 hs;12;2;Sí;Sí;58;Web;N/D;Activo
100772;2008-02-04;Intendente Alvear;Rural;222;14,8;220;1;3;11,7 hs;12;1;-;No;65;Oficina;-;Activo
100247;;Trenel;Residencial;413;19,5;108;2;1;2,8 hs;12;2;No;No;51;App;-;Baja
101027;09/02/2007;Realicó;Resid.;426;-42,5;232;1;3;10,5 hs;12;1;-;No;21;Web;N/D;Activo
101100;1998-10-24;GENERAL PICO ;RESIDENCIAL ;152;24,4;333;2;0;0,0 hs;12;0;s/d;No;70;Teléfono;s/d;Activo
100422;2025-09-02;Realicó;RESIDENCIAL ;177;6,3;6;0;1;4,2 hs;12;0;No;No;18;Teléfono;-;Activo
101028;31/05/2020;Santa Rosa;Residencial;125;13,5;70;1;2;5,3 hs;12;0;Sí;Sí;43;Web;N/D;Activo
100195;07/10/2007;Santa Rosa;RESIDENCIAL ;386;50,5;224;1;2;6,0 hs;12;3;Sí;No;40;App;-;Activo
100612;06/12/2024;Trenel;Residencial;467;35;15;1;2;7,7 hs;12;3;Sí;Sí;33;Teléfono;;Activo
101183;2001-07-10;General Pico;Residencial;88;-26;300;1;3;16,2 hs;12;1;N/D;Sí;35;App;6300;Activo
100677;2011-07-18;Realicó;Residencial;165;-33,7;178;0;2;7,7 hs;12;3;No;No;75;Web;N/D;Activo
100178;29/08/2003;Realicó;Resid.;114;-42,2;274;3;1;5,3 hs;12;0;N/D;No;51;Oficina;-;Activo
100371;2020-05-31;Santa Rosa;RESIDENCIAL ;-99;-18,8;70;0;1;5,9 hs;12;2;Sí;No;69;Web;-;Activo
101121;2020-05-31;Santa Rosa;Residencial;269;8,1;70;0;2;5,2 hs;12;1;No;No;60;Teléfono;6385;Activo
100142;2001-11-07;Trenel;Rural;336;3,4;296;2;1;3,7 hs;12;1;Sí;Sí;34;Teléfono;s/d;Activo
100335;2021-05-26;Realicó;Residencial;200;-12;58;2;5;18,0 hs;12;0;s/d;Sí;49;Teléfono;N/D;Baja
100630;23/07/2010;Intendente Alvear;Resid.;719;14,9;190;1;3;2,4 hs;12;1;No;Sí;69;Oficina;s/d;Activo
100061;25/02/2004;Intendente Alvear;RESIDENCIAL ;324;46,1;268;0;0;0,0 hs;12;1;No;No;55;Teléfono;6360;Activo
100205;2015-12-24;Santa Rosa;Rural;271;-51,2;124;2;4;23,7 hs;12;1;No;No;66;Teléfono;;Baja
100745;09/06/2007;E. Castex;residencial;266;24;228;0;2;9,7 hs;12;3;N/D;Sí;41;Web;-;Activo
100896;15/08/2017;Intendente Alvear;rural;156;-19,7;104;2;4;20,3 hs;12;3;Sí;Sí;50;App;-;Baja
100204;04/03/2014;E. Castex;Residencial;209;21,8;146;-;4;6,1 hs;12;0;-;No;46;Oficina;6200;Baja
100928;2015-04-28;general pico;Residencial;190;-22,5;132;3;0;0,0 hs;12;0;No;Sí;26;Teléfono;s/d;Activo
101194;2022-11-17;Eduardo Castex;Residencial;257;31,1;40;s/d;1;5,8 hs;12;1;No;No;53;App;s/d;Activo
100726;2009-07-28;Trenel;RESIDENCIAL ;314;-3,4;202;1;4;9,4 hs;12;2;s/d;Sí;60;App;6385;Activo
101174;2014-01-03;Realicó;Residencial;284;10,7;148;0;2;4,5 hs;12;0;Sí;Sí;51;App;s/d;Activo
100097;2014-02-02;General Pico;Residencial;542;1;147;1;0;0,0 hs;12;1;No;No;40;Web;-;Activo
100464;2010-05-24;general pico;Residencial;317;-2,6;192;2;2;7,1 hs;12;1;No;No;75;Oficina;-;Activo
101025;2007-08-08;SANTA ROSA;Residencial;237;18,7;226;5;2;11,1 hs;12;0;-;No;77;Web;6360;Activo
100420;1996-10-04;Trenel;Residencial;196;34,3;358;2;1;5,9 hs;12;0;No;Sí;58;Oficina;;Activo
100024;12/09/2006;Realicó;Residencial;293;-16,4;237;-;5;7,2 hs;12;0;s/d;No;41;Oficina;-;Activo
100492;24/12/2015;Trenel;Rural;115;-12;124;s/d;4;19,2 hs;12;0;Sí;No;45;App;N/D;Activo
100947;2020-11-27;Trenel;Residencial;58;22,9;64;0;6;19,6 hs;12;0;Sí;No;43;Oficina;N/D;Activo
101189;25/04/2004;Intendente Alvear;Comercial;140;N/D;266;0;1;2,3 hs;12;0;No;No;32;Teléfono;;Activo
100409;2025-01-05;Intendente Alvear;Comercial;280;2,3;14;0;2;3,2 hs;12;0;No;No;31;Oficina;-;Activo
100706;2022-03-22;santa rosa;Comercial;113;-29;48;0;2;10,3 hs;12;2;No;No;35;Web;-;Baja
100800;25/02/2021;General Pico;Residencial;78;;61;0;4;7,5 hs;12;3;No;Sí;48;Teléfono;;Activo
100727;09/08/2001;Trenel;Residencial;488;30,9;299;1;1;5,2 hs;12;2;No;Sí;71;Oficina;-;Activo
101193;2004-07-24;General Pico;Residencial;415;19,4;263;1;0;0,0 hs;12;0;No;No;44;App;6380;Activo
100920;2018-12-08;Realicó;Comercial;78;-3,4;88;1;5;26,9 hs;12;14;N/D;No;58;Oficina;;Baja
100950;2006-03-16;Eduardo Castex;residencial;260;1,7;243;2;4;21,5 hs;12;2;s/d;Sí;78;App;;Baja
101197;14/03/2012;Realicó;RURAL;181;17,8;170;0;1;0,6 hs;12;0;s/d;No;70;App;N/D;Activo
100163;17/09/2005;General Pico;residencial;484;-4,5;249;0;1;3,0 hs;12;0;Sí;Sí;37;App;s/d;Activo
100935;1998-01-27;santa rosa;Resid.;129;-5,3;342;2;7;8,0 hs;12;3;No;Sí;59;Teléfono;N/D;Activo
100154;12/01/2018;Eduardo Castex;rural;138;-40;99;0;1;1,3 hs;12;1;s/d;No;180;Web;-;Baja
100979;26/02/1998;Realicó;Rural;293;-47,3;341;;5;20,6 hs;12;2;No;No;53;Web;s/d;Baja
